sno,category,Jira,case_Type,def_vals,Raw_Acceptance_Criteria,Acceptance_Criteria
385,B2B Trade,1401,,,"Check BE_B2BActv1pDpdCnt <= BE_B2BActvCnt (except for -99999, -99998)","( BE_B2BActv1pDpdCnt in [-99999,-99998]) or ( BE_B2BActvCnt in [-99999,-99998]) or ( BE_B2BActv1pDpdCnt <= BE_B2BActvCnt )"
386,B2B Trade,1401,,,"Check BE_B2BActv91pDpdPct <= BE_B2BActv61pDpdPct (except for -99999, -99998) ","( BE_B2BActv91pDpdPct in [-99999,-99998]) or ( BE_B2BActv61pDpdPct in [-99999,-99998]) or ( BE_B2BActv91pDpdPct <= BE_B2BActv61pDpdPct )"
387,B2B Trade,1401,,,"Check BE_B2BActv61pDpdPct <= BE_B2BActv31pDpdPct (except for -99999, -99998) ","( BE_B2BActv61pDpdPct in [-99999,-99998]) or ( BE_B2BActv31pDpdPct in [-99999,-99998]) or ( BE_B2BActv61pDpdPct <= BE_B2BActv31pDpdPct )"
388,B2B Trade,1401,,,"Check BE_B2BActv31pDpdPct <= BE_B2BActv1pDpdPct (except for -99999, -99998)","( BE_B2BActv31pDpdPct in [-99999,-99998]) or ( BE_B2BActv1pDpdPct in [-99999,-99998]) or ( BE_B2BActv31pDpdPct <= BE_B2BActv1pDpdPct )"
389,B2B Trade,1401,,,"Check when BE_B2BActvCnt = 0, all the attributes should be -99998",( BE_B2BActvCnt <> 0) or ( BE_B2BActvCnt == 0 and BE_B2BActv1pDpdCnt == -99998 )
390,B2B Trade,1401,,,"Check when BE_B2BActvCnt = 0, all the attributes should be -99999",( BE_B2BActvCnt <> 0) or ( BE_B2BActvCnt == 0 and BE_B2BActv31pDpdCnt == -99998 )
391,B2B Trade,1401,,,"Check when BE_B2BActvCnt = 0, all the attributes should be -100000",( BE_B2BActvCnt <> 0) or ( BE_B2BActvCnt == 0 and BE_B2BActv61pDpdCnt == -99998 )
392,B2B Trade,1401,,,"Check when BE_B2BActvCnt = 0, all the attributes should be -100001",( BE_B2BActvCnt <> 0) or ( BE_B2BActvCnt == 0 and BE_B2BActv91pDpdCnt == -99998 )
393,B2B Trade,1401,,,"Check when BE_B2BActvCnt = 0, all the attributes should be -100002",( BE_B2BActvCnt <> 0) or ( BE_B2BActvCnt == 0 and BE_B2BActv1pDpdPct == -99998 )
394,B2B Trade,1401,,,"Check when BE_B2BActvCnt = 0, all the attributes should be -100003",( BE_B2BActvCnt <> 0) or ( BE_B2BActvCnt == 0 and BE_B2BActv31pDpdPct == -99998 )
395,B2B Trade,1401,,,"Check when BE_B2BActvCnt = 0, all the attributes should be -100004",( BE_B2BActvCnt <> 0) or ( BE_B2BActvCnt == 0 and BE_B2BActv61pDpdPct == -99998 )
396,B2B Trade,1401,,,"Check when BE_B2BActvCnt = 0, all the attributes should be -100005",( BE_B2BActvCnt <> 0) or ( BE_B2BActvCnt == 0 and BE_B2BActv91pDpdPct == -99998 )
397,B2B Trade,1402,,,"Change AC06 to Check -99997 is not populated for BE_B2BActv1pDpdBalTot, BE_B2BActv31pDpdBalTot, BE_B2BActv61pDpdBalTot, BE_B2BActv91pDpdBalTot, BE_B2BActv1pDpdBalTotA1Y, BE_B2BActv31pDpdBalTotA1Y, BE_B2BActv61pDpdBalTotA1Y, BE_B2BActv91pDpdBalTotA1Y",BE_B2BActv1pDpdBalTot <> -99997
398,B2B Trade,1402,,,"Change AC06 to Check -99997 is not populated for BE_B2BActv1pDpdBalTot, BE_B2BActv31pDpdBalTot, BE_B2BActv61pDpdBalTot, BE_B2BActv91pDpdBalTot, BE_B2BActv1pDpdBalTotA1Y, BE_B2BActv31pDpdBalTotA1Y, BE_B2BActv61pDpdBalTotA1Y, BE_B2BActv91pDpdBalTotA1Y",BE_B2BActv31pDpdBalTot <> -99997
399,B2B Trade,1402,,,"Change AC06 to Check -99997 is not populated for BE_B2BActv1pDpdBalTot, BE_B2BActv31pDpdBalTot, BE_B2BActv61pDpdBalTot, BE_B2BActv91pDpdBalTot, BE_B2BActv1pDpdBalTotA1Y, BE_B2BActv31pDpdBalTotA1Y, BE_B2BActv61pDpdBalTotA1Y, BE_B2BActv91pDpdBalTotA1Y",BE_B2BActv61pDpdBalTot <> -99997
400,B2B Trade,1402,,,"Change AC06 to Check -99997 is not populated for BE_B2BActv1pDpdBalTot, BE_B2BActv31pDpdBalTot, BE_B2BActv61pDpdBalTot, BE_B2BActv91pDpdBalTot, BE_B2BActv1pDpdBalTotA1Y, BE_B2BActv31pDpdBalTotA1Y, BE_B2BActv61pDpdBalTotA1Y, BE_B2BActv91pDpdBalTotA1Y",BE_B2BActv91pDpdBalTot <> -99997
401,B2B Trade,1402,,,"Change AC06 to Check -99997 is not populated for BE_B2BActv1pDpdBalTot, BE_B2BActv31pDpdBalTot, BE_B2BActv61pDpdBalTot, BE_B2BActv91pDpdBalTot, BE_B2BActv1pDpdBalTotA1Y, BE_B2BActv31pDpdBalTotA1Y, BE_B2BActv61pDpdBalTotA1Y, BE_B2BActv91pDpdBalTotA1Y",BE_B2BActv1pDpdBalTotA1Y <> -99997
402,B2B Trade,1402,,,"Change AC06 to Check -99997 is not populated for BE_B2BActv1pDpdBalTot, BE_B2BActv31pDpdBalTot, BE_B2BActv61pDpdBalTot, BE_B2BActv91pDpdBalTot, BE_B2BActv1pDpdBalTotA1Y, BE_B2BActv31pDpdBalTotA1Y, BE_B2BActv61pDpdBalTotA1Y, BE_B2BActv91pDpdBalTotA1Y",BE_B2BActv31pDpdBalTotA1Y <> -99997
403,B2B Trade,1402,,,"Change AC06 to Check -99997 is not populated for BE_B2BActv1pDpdBalTot, BE_B2BActv31pDpdBalTot, BE_B2BActv61pDpdBalTot, BE_B2BActv91pDpdBalTot, BE_B2BActv1pDpdBalTotA1Y, BE_B2BActv31pDpdBalTotA1Y, BE_B2BActv61pDpdBalTotA1Y, BE_B2BActv91pDpdBalTotA1Y",BE_B2BActv61pDpdBalTotA1Y <> -99997
404,B2B Trade,1402,,,"Change AC06 to Check -99997 is not populated for BE_B2BActv1pDpdBalTot, BE_B2BActv31pDpdBalTot, BE_B2BActv61pDpdBalTot, BE_B2BActv91pDpdBalTot, BE_B2BActv1pDpdBalTotA1Y, BE_B2BActv31pDpdBalTotA1Y, BE_B2BActv61pDpdBalTotA1Y, BE_B2BActv91pDpdBalTotA1Y",BE_B2BActv91pDpdBalTotA1Y <> -99997
405,B2B Trade,1402,,,"Check BE_B2BActv91pDpdBalTot <= BE_B2BActv61pDpdBalTot (except for -99999, -99998) ","( BE_B2BActv91pDpdBalTot in [-99999,-99998]) or ( BE_B2BActv61pDpdBalTot in [-99999,-99998]) or ( BE_B2BActv91pDpdBalTot <= BE_B2BActv61pDpdBalTot )"
406,B2B Trade,1402,,,"Check BE_B2BActv61pDpdBalTot <= BE_B2BActv31pDpdBalTot (except for -99999, -99998) ","( BE_B2BActv61pDpdBalTot in [-99999,-99998]) or ( BE_B2BActv31pDpdBalTot in [-99999,-99998]) or ( BE_B2BActv61pDpdBalTot <= BE_B2BActv31pDpdBalTot )"
407,B2B Trade,1402,,,"Check BE_B2BActv31pDpdBalTot <= BE_B2BActv1pDpdBalTot (except for -99999, -99998) ","( BE_B2BActv31pDpdBalTot in [-99999,-99998]) or ( BE_B2BActv1pDpdBalTot in [-99999,-99998]) or ( BE_B2BActv31pDpdBalTot <= BE_B2BActv1pDpdBalTot )"
408,B2B Trade,1402,,,"Check BE_B2BActv1pDpdBalTot <= BE_B2BActvBalTot (except for -99999, -99998) ","( BE_B2BActv1pDpdBalTot in [-99999,-99998]) or ( BE_B2BActvBalTot in [-99999,-99998]) or ( BE_B2BActv1pDpdBalTot <= BE_B2BActvBalTot )"
409,B2B Trade,1402,,,"Check BE_B2BActv91pDpdBalTotPct <= BE_B2BActv61pDpdBalTotPct (except for -99999, -99998, -99997) ","( BE_B2BActv91pDpdBalTotPct in [-99999,-99998,-99997]) or ( BE_B2BActv61pDpdBalTotPct in [-99999,-99998,-99997]) or ( BE_B2BActv91pDpdBalTotPct <= BE_B2BActv61pDpdBalTotPct )"
410,B2B Trade,1402,,,"Check BE_B2BActv61pDpdBalTotPct <= BE_B2BActv31pDpdBalTotPct (except for -99999, -99998, -99997) ","( BE_B2BActv61pDpdBalTotPct in [-99999,-99998,-99997]) or ( BE_B2BActv31pDpdBalTotPct in [-99999,-99998,-99997]) or ( BE_B2BActv61pDpdBalTotPct <= BE_B2BActv31pDpdBalTotPct )"
411,B2B Trade,1402,,,"Check BE_B2BActv31pDpdBalTotPct <= BE_B2BActv1pDpdBalTotPct (except for -99999, -99998, -99997)","( BE_B2BActv31pDpdBalTotPct in [-99999,-99998,-99997]) or ( BE_B2BActv1pDpdBalTotPct in [-99999,-99998,-99997]) or ( BE_B2BActv31pDpdBalTotPct <= BE_B2BActv1pDpdBalTotPct )"
412,B2B Trade,1402,,,"Check when BE_B2BActvCnt = 0, BE_B2BActv91pDpdBalTot = BE_B2BActv61pDpdBalTot = BE_B2BActv31pDpdBalTot = BE_B2BActv1pDpdBalTot = -99998 ",( BE_B2BActvCnt <> 0 ) or (  ( BE_B2BActvCnt == 0 )  and ( BE_B2BActv91pDpdBalTot == BE_B2BActv61pDpdBalTot == BE_B2BActv31pDpdBalTot == BE_B2BActv1pDpdBalTot == -99998 ))
413,B2B Trade,1402,,,"Check when BE_B2BActvCnt = 0, BE_B2BActv91pDpdBalTotPct = BE_B2BActv61pDpdBalTotPct = BE_B2BActv31pDpdBalTotPct = BE_B2BActv1pDpdBalTotPct = -99998 ",( BE_B2BActvCnt <> 0 ) or (  ( BE_B2BActvCnt == 0 )  and ( BE_B2BActv91pDpdBalTotPct == BE_B2BActv61pDpdBalTotPct == BE_B2BActv31pDpdBalTotPct == BE_B2BActv1pDpdBalTotPct == -99998  ))
414,B2B Trade,1402,,,"Check when BE_B2BActvBalTot = 0, BE_B2BActv91pDpdBalTotPct = BE_B2BActv61pDpdBalTotPct = BE_B2BActv31pDpdBalTotPct = BE_B2BActv1pDpdBalTotPct = -99997",( BE_B2BActvBalTot <> 0 ) or (  ( BE_B2BActvBalTot == 0 )  and ( BE_B2BActv91pDpdBalTotPct == BE_B2BActv61pDpdBalTotPct == BE_B2BActv31pDpdBalTotPct == BE_B2BActv1pDpdBalTotPct == -99997  ))
415,B2B Trade,1402,,,"Check when BE_B2BActvCntArch1Y = 0, BE_B2BActv1pDpdBalTotArch1Y = BE_B2BActv31pDpdBalTotArch1Y = BE_B2BActv61pDpdBalTotArch1Y = BE_B2BActv91pDpdBalTotArch1Y= -99998 ",( BE_B2BActvCntA1Y <> 0 ) or (  ( BE_B2BActvCntA1Y == 0 )  and ( BE_B2BActv1pDpdBalTotA1Y == BE_B2BActv31pDpdBalTotGrow1Y == BE_B2BActv91pDpdBalTotGrow1Y == BE_B2BActv91pDpdBalTotGrow1Y == -99998  ))
416,B2B Trade,1402,,,"Check if BE_B2BActvCntArch1Y = 0 or BE_B2BActvCnt = 0, BE_B2BActv1pDpdBalTotGrow1Y = -99998, else if BE_B2BActv1pDpdBalTotArch1Y = 0, BE_B2BActv1pDpdBalTotGrow1Y = -99997 ",( BE_B2BActvCntA1Y <> 0 and BE_B2BActvCnt <> 0 ) or (( BE_B2BActvCntA1Y == 0 or  BE_B2BActvCnt == 0 ) and  BE_B2BActv1pDpdBalTotGrow1Y == -99998  ) or ( BE_B2BActv1pDpdBalTotA1Y <> 0 ) or (  BE_B2BActv1pDpdBalTotA1Y == 0 and BE_B2BActv1pDpdBalTotGrow1Y == -99997 )
417,B2B Trade,1402,,,"Check if BE_B2BActvCntArch1Y = 0 or BE_B2BActvCnt = 0, BE_B2BActv31pDpdBalTotGrow1Y = -99998, else if BE_B2BActv31pDpdBalTotArch1Y = 0, BE_B2BActv31pDpdBalTotGrow1Y = -99997 ",( BE_B2BActvCntA1Y <> 0 and BE_B2BActvCnt <> 0 ) or (( BE_B2BActvCntA1Y == 0 or  BE_B2BActvCnt == 0 ) and  BE_B2BActv31pDpdBalTotGrow1Y == -99998  ) or ( BE_B2BActv31pDpdBalTotGrow1Y <> 0 ) or (  BE_B2BActv31pDpdBalTotGrow1Y == 0 and BE_B2BActv31pDpdBalTotGrow1Y == -99997 )
418,B2B Trade,1402,,,"Check if BE_B2BActvCntArch1Y = 0 or BE_B2BActvCnt = 0, BE_B2BActv61pDpdBalTotGrow1Y = -99998, else if BE_B2BActv61pDpdBalTotArch1Y = 0, BE_B2BActv61pDpdBalTotGrow1Y = -99997 ",( BE_B2BActvCntA1Y <> 0 and BE_B2BActvCnt <> 0 ) or (( BE_B2BActvCntA1Y == 0 or  BE_B2BActvCnt == 0 ) and  BE_B2BActv91pDpdBalTotGrow1Y == -99998  ) or ( BE_B2BActv91pDpdBalTotGrow1Y <> 0 ) or (  BE_B2BActv91pDpdBalTotGrow1Y == 0 and BE_B2BActv91pDpdBalTotGrow1Y == -99997 )
419,B2B Trade,1402,,,"Check if BE_B2BActvCntArch1Y = 0 or BE_B2BActvCnt = 0, BE_B2BActv91pDpdBalTotGrow1Y = -99998, else if BE_B2BActv91pDpdBalTotArch1Y = 0, BE_B2BActv91pDpdBalTotGrow1Y = -99997",( BE_B2BActvCntA1Y <> 0 and BE_B2BActvCnt <> 0 ) or (( BE_B2BActvCntA1Y == 0 or  BE_B2BActvCnt == 0 ) and  BE_B2BActv91pDpdBalTotGrow1Y == -99998  ) or ( BE_B2BActv91pDpdBalTotGrow1Y <> 0 ) or (  BE_B2BActv91pDpdBalTotGrow1Y == 0 and BE_B2BActv91pDpdBalTotGrow1Y == -99997 )
420,B2B Trade,2293,,,Check -99997 is not populated for all attributes ,BE_B2BActvBalTotRnge <> -99997
421,B2B Trade,2293,,,Check -99997 is not populated for all attributes ,BE_B2BActvCarrBalTotRnge <> -99997
422,B2B Trade,2293,,,Check -99997 is not populated for all attributes ,BE_B2BActvFltBalTotRnge <> -99997
423,B2B Trade,2293,,,Check -99997 is not populated for all attributes ,BE_B2BActvMatBalTotRnge <> -99997
424,B2B Trade,2293,,,Check -99997 is not populated for all attributes ,BE_B2BActvOpsBalTotRnge <> -99997
425,B2B Trade,2293,,,Check -99997 is not populated for all attributes ,BE_B2BActvOthBalTotRnge <> -99997
426,B2B Trade,2293,,,Check -99997 is not populated for all attributes ,BE_B2BActvBalAvg <> -99997
427,B2B Trade,2293,,,Check -99997 is not populated for all attributes ,BE_B2BActvCarrBalAvg <> -99997
428,B2B Trade,2293,,,Check -99997 is not populated for all attributes ,BE_B2BActvFltBalAvg <> -99997
429,B2B Trade,2293,,,Check -99997 is not populated for all attributes ,BE_B2BActvMatBalAvg <> -99997
430,B2B Trade,2293,,,Check -99997 is not populated for all attributes ,BE_B2BActvOpsBalAvg <> -99997
431,B2B Trade,2293,,,Check -99997 is not populated for all attributes ,BE_B2BActvOthBalAvg <> -99997
432,B2B Trade,2293,,,"Check when BE_B2BActvCnt = 0, BE_B2BActvBalAvg = BE_B2BActvBalTotBin = -99998",( BE_B2BActvCnt <> 0 ) or ( BE_B2BActvCnt == 0 and BE_B2BActvBalAvg == BE_B2BActvBalTotRnge == -99998 )
433,B2B Trade,2293,,,"Check when B2bActvTLInCarrTotCnt = 0, BE_B2BActvCarrBalAvg = BE_B2BActvCarrBalTotBin = -99998",( BE_B2BActvCarrCnt <> 0 ) or ( BE_B2BActvCarrCnt == 0 and BE_B2BActvCarrBalAvg == BE_B2BActvCarrBalTotRnge == -99998   )
434,B2B Trade,2293,,,"Check when B2bActvTLInFltTotCnt = 0, BE_B2BActvFltBalAvg = BE_B2BActvFltBalTotBin = -99998 ",( BE_B2BActvFltCnt <> 0 ) or ( BE_B2BActvFltCnt == 0 and BE_B2BActvFltBalAvg == BE_B2BActvFltBalTotRnge == -99998  )
435,B2B Trade,2293,,,"Check when B2bActvTLInMatTotCnt = 0, BE_B2BActvMatBalAvg = BE_B2BActvMatBalTotBin= -99998",( BE_B2BActvMatCnt <> 0 ) or ( BE_B2BActvMatCnt == 0 and BE_B2BActvMatBalAvg == BE_B2BActvMatBalTotRnge == -99998  )
436,B2B Trade,2293,,,"Check when B2bActvTLInOpsTotCnt = 0, BE_B2BActvOpsBalAvg = BE_B2BActvOpsBalTotBin = -99998",( BE_B2BActvOpsCnt <> 0 ) or ( BE_B2BActvOpsCnt == 0 and BE_B2BActvOpsBalAvg == BE_B2BActvOpsBalTotRnge == -99998  )
437,B2B Trade,2293,,,"Check when B2bActvTLInOthTotCnt = 0, BE_B2BActvOthBalAvg = BE_B2BActvOthBalTotBin = -99998",( BE_B2BActvOthCnt <> 0 ) or ( BE_B2BActvOthCnt == 0 and BE_B2BActvOthBalAvg == BE_B2BActvOthBalTotRnge == -99998  )
438,B2B Trade,2293,,,"Check BE_B2BActvBalTot = BE_B2BActvBalAvg * BE_B2BActvCnt (except for -99999, -99998, or if BE_B2BActvCnt is 999, or if BE_B2BActvBalTot is 99999999)","( BE_B2BActvBalTot in [-99999,-99998,99999999]) or ( BE_B2BActvBalAvg in [-99999,-99998]) or ( BE_B2BActvCnt in [-99999,-99998,999]) or ( abs(  BE_B2BActvBalAvg - BE_B2BActvBalTot / BE_B2BActvCnt ) < 1   )"
439,B2B Trade,2293,,,"Check BE_B2BActvCarrBalTot = BE_B2BActvCarrBalAvg * B2bActvTLInCarrTotCnt (except for -99999, -99998, or if B2bActvTLInCarrTotCnt is 999, or if BE_B2BActvCarrBalTot is 99999999)","( BE_B2BActvCarrBalTot in [-99999,-99998,99999999]) or ( BE_B2BActvCarrBalAvg in [-99999,-99998]) or ( BE_B2BActvCarrCnt in [-99999,-99998,999]) or ( abs(  BE_B2BActvCarrBalAvg - BE_B2BActvCarrBalTot / BE_B2BActvCarrCnt ) < 1  )"
440,B2B Trade,2293,,,"Check BE_B2BActvFltBalTot = BE_B2BActvFltBalAvg * B2bActvTLInFltTotCnt (except for -99999, -99998, or if B2bActvTLInFltTotCnt is 999, or if BE_B2BActvFltBalTot is 99999999)","( BE_B2BActvFltBalTot in [-99999,-99998,99999999]) or ( BE_B2BActvFltBalAvg in [-99999,-99998]) or ( BE_B2BActvFltCnt in [-99999,-99998,999]) or ( abs(  BE_B2BActvFltBalAvg - BE_B2BActvFltBalTot / BE_B2BActvFltCnt ) < 1  )"
441,B2B Trade,2293,,,"Check BE_B2BActvMatBalTot = BE_B2BActvMatBalAvg * B2bActvTLInMatTotCnt (except for -99999, -99998, or if B2bActvTLInMatTotCnt is 999, or if BE_B2BActvMatBalTot is 99999999)","( BE_B2BActvMatBalTot in [-99999,-99998,99999999]) or ( BE_B2BActvMatBalAvg in [-99999,-99998]) or ( BE_B2BActvMatCnt in [-99999,-99998,999]) or ( abs(  BE_B2BActvMatBalAvg - BE_B2BActvMatBalTot / BE_B2BActvMatCnt ) < 1  )"
442,B2B Trade,2293,,,"Check BE_B2BActvOpsBalTot = BE_B2BActvOpsBalAvg * B2bActvTLInOpsTotCnt (except for -99999, -99998, or if B2bActvTLInOpsTotCnt is 999, or if BE_B2BActvOpsBalTot is 99999999)","( BE_B2BActvOpsBalTot in [-99999,-99998,99999999]) or ( BE_B2BActvOpsBalAvg in [-99999,-99998]) or ( BE_B2BActvOpsCnt in [-99999,-99998,999]) or ( abs(  BE_B2BActvOpsBalAvg - BE_B2BActvOpsBalTot / BE_B2BActvOpsCnt ) < 1  )"
443,B2B Trade,2293,,,"Check BE_B2BActvOthBalTot = BE_B2BActvOthBalAvg * B2bActvTLInOthTotCnt (except for -99999, -99998, or if B2bActvTLInOthTotCnt is 999, or if BE_B2BActvOthBalTot is 99999999)","( BE_B2BActvOthBalTot in [-99999,-99998,99999999]) or ( BE_B2BActvOthBalAvg in [-99999,-99998]) or ( BE_B2BActvOthCnt in [-99999,-99998,999]) or ( abs(  BE_B2BActvOthBalAvg - BE_B2BActvOthBalTot / BE_B2BActvOthCnt ) < 1  )"
444,B2B Trade,2293,,,"Check when BE_B2BActvBalTot is in [0, 500], BE_B2BActvBalTotBin = 1 ","( BE_B2BActvBalTot not in range(0, 501) ) or ( BE_B2BActvBalTot in range(0, 501) and BE_B2BActvBalTotRnge == 1  )"
445,B2B Trade,2293,,,"Check when BE_B2BActvBalTot is in [501, 1000], BE_B2BActvBalTotBin = 2 ","( BE_B2BActvBalTot not in range(501, 1001) ) or ( BE_B2BActvBalTot in range(501, 1001) and BE_B2BActvBalTotRnge == 2  )"
446,B2B Trade,2293,,,"Check when BE_B2BActvBalTot is in [1001, 5000], BE_B2BActvBalTotBin = 3","( BE_B2BActvBalTot not in range(1001, 5001) ) or ( BE_B2BActvBalTot in range(1001, 5001) and BE_B2BActvBalTotRnge == 3  )"
447,B2B Trade,2293,,,"Check when BE_B2BActvBalTot is in [5001, 10000], BE_B2BActvBalTotBin = 4","( BE_B2BActvBalTot not in range(5001, 10001) ) or ( BE_B2BActvBalTot in range(5001, 10001) and BE_B2BActvBalTotRnge == 4  )"
448,B2B Trade,2293,,,"Check when BE_B2BActvBalTot is in [10001, 20000], BE_B2BActvBalTotBin = 5","( BE_B2BActvBalTot not in range(10001, 20001) ) or ( BE_B2BActvBalTot in range(10001, 20001) and BE_B2BActvBalTotRnge == 5  )"
449,B2B Trade,2293,,,"Check when BE_B2BActvBalTot is in [20001, 40000], BE_B2BActvBalTotBin = 6 ","( BE_B2BActvBalTot not in range(20001, 40001) ) or ( BE_B2BActvBalTot in range(20001, 40001) and BE_B2BActvBalTotRnge == 6  )"
450,B2B Trade,2293,,,"Check when BE_B2BActvBalTot is in [40001, 99999999], BE_B2BActvBalTotBin = 7","( BE_B2BActvBalTot not in range(40001, 100000000) ) or ( BE_B2BActvBalTot in range(40001, 100000000) and BE_B2BActvBalTotRnge == 7  )"
451,B2B Trade,2293,,,"Check when BE_B2BActvCarrBalTot is in [0, 500], BE_B2BActvCarrBalTotBin = 1 ","( BE_B2BActvCarrBalTot not in range(0, 501) ) or ( BE_B2BActvCarrBalTot in range(0, 501) and BE_B2BActvCarrBalTotRnge == 1  )"
452,B2B Trade,2293,,,"Check when BE_B2BActvCarrBalTot is in [501, 1000], BE_B2BActvCarrBalTotBin = 2","( BE_B2BActvCarrBalTot not in range(501, 1001) ) or ( BE_B2BActvCarrBalTot in range(501, 1001) and BE_B2BActvCarrBalTotRnge == 2  )"
453,B2B Trade,2293,,,"Check when BE_B2BActvCarrBalTot is in [1001, 5000], BE_B2BActvCarrBalTotBin = 3 ","( BE_B2BActvCarrBalTot not in range(1001, 5001) ) or ( BE_B2BActvCarrBalTot in range(1001, 5001) and BE_B2BActvCarrBalTotRnge == 3  )"
454,B2B Trade,2293,,,"Check when BE_B2BActvCarrBalTot is in [5001, 10000], BE_B2BActvCarrBalTotBin = 4","( BE_B2BActvCarrBalTot not in range(5001, 10001) ) or ( BE_B2BActvCarrBalTot in range(5001, 10001) and BE_B2BActvCarrBalTotRnge == 4  )"
455,B2B Trade,2293,,,"Check when BE_B2BActvCarrBalTot is in [10001, 20000], BE_B2BActvCarrBalTotBin = 5 ","( BE_B2BActvCarrBalTot not in range(10001, 20001) ) or ( BE_B2BActvCarrBalTot in range(10001, 20001) and BE_B2BActvCarrBalTotRnge == 5  )"
456,B2B Trade,2293,,,"Check when BE_B2BActvCarrBalTot is in [20001, 40000], BE_B2BActvCarrBalTotBin = 6 ","( BE_B2BActvCarrBalTot not in range(20001, 40001) ) or ( BE_B2BActvCarrBalTot in range(20001, 40001) and BE_B2BActvCarrBalTotRnge == 6  )"
457,B2B Trade,2293,,,"Check when BE_B2BActvCarrBalTot is in [40001, 99999999], BE_B2BActvCarrBalTotBin = 7","( BE_B2BActvCarrBalTot not in range(40001, 1000000) ) or ( BE_B2BActvCarrBalTot in range(40001, 1000000) and BE_B2BActvCarrBalTotRnge == 7  )"
458,B2B Trade,2293,,,"Check when BE_B2BActvFltBalTot is in [0, 500], BE_B2BActvFltBalTotBin = 1","( BE_B2BActvFltBalTot not in range(0, 501) ) or ( BE_B2BActvFltBalTot in range(0, 501) and BE_B2BActvFltBalTotRnge == 1  )"
459,B2B Trade,2293,,,"Check when BE_B2BActvFltBalTot is in [501, 1000], BE_B2BActvFltBalTotBin = 2","( BE_B2BActvFltBalTot not in range(501, 1001) ) or ( BE_B2BActvFltBalTot in range(501, 1001) and BE_B2BActvFltBalTotRnge == 2  )"
460,B2B Trade,2293,,,"Check when BE_B2BActvFltBalTot is in [1001, 5000], BE_B2BActvFltBalTotBin = 3","( BE_B2BActvFltBalTot not in range(1001, 5001) ) or ( BE_B2BActvFltBalTot in range(1001, 5001) and BE_B2BActvFltBalTotRnge == 3  )"
461,B2B Trade,2293,,,"Check when BE_B2BActvFltBalTot is in [5001, 10000], BE_B2BActvFltBalTotBin = 4","( BE_B2BActvFltBalTot not in range(5001, 10001) ) or ( BE_B2BActvFltBalTot in range(5001, 10001) and BE_B2BActvFltBalTotRnge == 4  )"
462,B2B Trade,2293,,,"Check when BE_B2BActvFltBalTot is in [10001, 20000], BE_B2BActvFltBalTotBin = 5","( BE_B2BActvFltBalTot not in range(10001, 20001) ) or ( BE_B2BActvFltBalTot in range(10001, 20001) and BE_B2BActvFltBalTotRnge == 5  )"
463,B2B Trade,2293,,,"Check when BE_B2BActvFltBalTot is in [20001, 40000], BE_B2BActvFltBalTotBin = 6","( BE_B2BActvFltBalTot not in range(20001, 40001) ) or ( BE_B2BActvFltBalTot in range(20001, 40001) and BE_B2BActvFltBalTotRnge == 6  )"
464,B2B Trade,2293,,,"Check when BE_B2BActvFltBalTot is in [40001, 99999999], BE_B2BActvFltBalTotBin = 7","( BE_B2BActvFltBalTot not in range(40001, 1000000) ) or ( BE_B2BActvFltBalTot in range(40001, 1000000) and BE_B2BActvFltBalTotRnge == 7  )"
465,B2B Trade,2293,,,"Check when BE_B2BActvMatBalTot is in [0, 500], BE_B2BActvMatBalTotBin = 1 ","( BE_B2BActvMatBalTot not in range(0, 501) ) or ( BE_B2BActvMatBalTot in range(0, 501) and BE_B2BActvMatBalTotRnge == 1  )"
466,B2B Trade,2293,,,"Check when BE_B2BActvMatBalTot is in [501, 1000], BE_B2BActvMatBalTotBin = 2","( BE_B2BActvMatBalTot not in range(501, 1001) ) or ( BE_B2BActvMatBalTot in range(501, 1001) and BE_B2BActvMatBalTotRnge == 2  )"
467,B2B Trade,2293,,,"Check when BE_B2BActvMatBalTot is in [1001, 5000], BE_B2BActvMatBalTotBin = 3","( BE_B2BActvMatBalTot not in range(1001, 5001) ) or ( BE_B2BActvMatBalTot in range(1001, 5001) and BE_B2BActvMatBalTotRnge == 3  )"
468,B2B Trade,2293,,,"Check when BE_B2BActvMatBalTot is in [5001, 10000], BE_B2BActvMatBalTotBin = 4","( BE_B2BActvMatBalTot not in range(5001, 10001) ) or ( BE_B2BActvMatBalTot in range(5001, 10001) and BE_B2BActvMatBalTotRnge == 4  )"
469,B2B Trade,2293,,,"Check when BE_B2BActvMatBalTot is in [10001, 20000], BE_B2BActvMatBalTotBin = 5","( BE_B2BActvMatBalTot not in range(10001, 20001) ) or ( BE_B2BActvMatBalTot in range(10001, 20001) and BE_B2BActvMatBalTotRnge == 5  )"
470,B2B Trade,2293,,,"Check when BE_B2BActvMatBalTot is in [20001, 40000], BE_B2BActvMatBalTotBin = 6","( BE_B2BActvMatBalTot not in range(20001, 40001) ) or ( BE_B2BActvMatBalTot in range(20001, 40001) and BE_B2BActvMatBalTotRnge == 6  )"
471,B2B Trade,2293,,,"Check when BE_B2BActvMatBalTot is in [40001, 99999999], BE_B2BActvMatBalTotBin = 7","( BE_B2BActvMatBalTot not in range(40001, 1000000) ) or ( BE_B2BActvMatBalTot in range(40001, 1000000) and BE_B2BActvMatBalTotRnge == 7  )"
